id,name,debut
119,Draco Omega Cloth,
120,Drbal Robe,
121,Dryad Surplice,
122,Dubhe Robe,
123,Duel Leaf,
124,Dullahan Surplice,
125,Durandal Sacred Sword,
126,Ebony Soma,
127,Woman Giga Adamas,
128,Eikþyrnir Robe,
129,Electricity Orb,
130,Elektron Adamas,
131,Elf Surplice,
132,,
133,Equuleus Cloth V1,
134,Equuleus Cloth V2,
135,Eridanus Cloth,
136,Eris God Leaf,
137,,12
138,Flaming Fist Orb,
139,Fornax Cloth,
140,Frey Robe,
141,Frog Surplice,
142,Gae Bolg Chronotector,
143,Galaxy Soma,
144,Gargoyle Surplice,
145,Garmr Robe,
146,Garuda Surplice,
147,Phantom Arm Chronotector,
148,Gemini Cloth,
149,Gemini God Cloth,
150,Genbu Surplice,
151,Ghosts Master Cloth,
152,Golem Surplice,
153,Gorgon Surplice,
154,Gram Sacred Sword,
155,Grani Robe,
156,Griffon Surplice,
157,Grus Cloth,
158,Gullinbursti Robe,
159,Hades God Surplice,
160,Hakuryu Tattoo,
161,Hakutaku Tattoo,
162,Demon Impact Chronotector,
163,Hanuman Surplice,
164,Harpy Surplice,
165,Heracles Cloth,
166,Noctua Cloth,
167,Hornet Galaxy,
168,Horologium Cloth,
169,Hræsvelgr Robe,
170,Hundred Dragons Adamas,
171,Famine Leaf,
172,Hydra Cloth,
173,Hydrus Cloth,
174,Hypnos God Surplice,
175,Icarus Glory,
176,Icelus God Surplice,
177,Illumination Soma,
178,Illusions Orb,
179,Indus Cloth,
180,Jamadhar,
181,Jellyfish Cloth,
182,Ker God Surplice,
183,Koh-i-Noor Orb,
184,Kraken Scale,
185,Kyanos Adamas,
186,Lacerta Cloth,1
187,Land Cloth,
188,Bennu Surplice V2,6
189,Leo Cloth,
190,Leo God Cloth,
191,Leo Minor Cloth V1,
192,,
193,Leo Minor Cloth V2,
194,Leo Minor Omega Cloth,
195,Lepus Cloth,
196,Leukotes Adamas,
197,Libra Cloth,
198,Libra God Cloth,
199,Loki God Robe,
200,Loki Robe,
201,Lotus Cloth,
202,Lucifer Fallen Glory,
203,,
204,Lupus Cloth V2,
205,Lupus Omega Cloth,
206,Lycaon Surplice,
207,Lyra Cloth,
208,Lyumnades Scale,
209,Madness Leaf,
210,Malice Leaf,
211,Mandrake Surplice,
212,Mantis Galaxy,
213,Margarites Adamas,
214,Marine Cloth,
215,Mariner Scale,
216,Mars Galaxy V1,
217,Martian Commander Galaxy,
218,Megrez Robe,
219,Melas Adamas,
220,Memory Soma,
221,Mensa Cloth,
222,Mephistopheles Surplice,
223,Merak Robe,
224,Mermaid Scale,
225,Midgard Robe,
226,Minotaur Surplice,
227,Mizar Robe,
228,Monoceros Cloth V1,6
229,Moon Soma,
230,Wyrm God Surplice,29
231,Star Crusher Chronotector,
232,Morpheus God Surplice,
233,Mother of Gods Soma,
234,Murder Leaf,
235,Musca Cloth,
236,Mystic Stone Chronotector,
237,Níðhöggr Robe,
238,Nasu Surplice,
239,Necromancer Surplice,
240,Nefritis Adamas,
241,Nine-Tailed Fox Tattoo,
242,Owl Surplice,
243,Norma Cloth,
244,Empress Cloth,
245,Oblivion Leaf,
246,Odin God Robe,
247,Odysseus Glory,
248,Oneiros God Surplice,
249,Ophiuchus Cloth,
250,,
251,Silver Oriolus Cloth,
252,Orion Cloth V1,
253,,
254,Orion Cloth V2,
255,Pain Leaf,
256,Pallas Chronotector,
257,Papillon Surplice,
258,Pavo Cloth,
259,,
260,Monoceros Cloth V2,6
261,Pegasus Cloth V1,
262,Pegasus Cloth V2,
263,Pegasus Cloth V3,
264,Pegasus Cloth V4,
265,Pegasus Cloth V5,
266,Pegasus God Cloth,
267,Pegasus Miracles Cloth,
268,,
269,,
270,Pegasus Omega Cloth,
271,Pegasus Ultimate Omega Cloth,
272,Persephone God Surplice,
273,Perseus Cloth,
274,Phaios Adamas,
275,Phantasos God Surplice,
276,Phecda Robe,
277,Phobetor God Surplice,
278,Phoenix Cloth V1,1
279,Ruin Leaf V2,
280,Phoenix Cloth V2,
281,Phoenix Cloth V3,
282,Phoenix God Cloth,
283,Phoinikeos Adamas,
284,Pisces Cloth,
285,Pisces God Cloth,
286,Piscis Austrinus Cloth,
287,Polaris Robe,
288,Poseidon Scale,
289,Punishment Leaf,
290,Puppis Cloth,29
291,,
292,Pyxis Cloth,29
293,,
294,Quetzalcoatl God Nahuals,
295,Rangifer Cloth,
296,Reticulum Cloth,
297,Revenge Leaf,
298,Romulus Galaxy,
299,Ruin Leaf V1,
300,Rung Robe,
301,Sagitta Cloth,
302,Sagittarius Cloth V1,
303,Sagittarius God Cloth,
304,Saturn God Chronotector V1,
305,Scorpio Cloth,
306,Scorpio God Cloth,
307,Scutum Cloth,
308,Scylla Scale,
309,Sea Dragon Scale,
310,Sea Horse Scale,
311,Sea Serpent Cloth,
312,Seraph Glory,
313,Serpens Cloth,
314,Sextans Cloth,
315,Shadow Cloth,
316,Siren Scale,
317,Skeleton Surplice,
318,Sky Cloth,
319,Ocean Soma,
320,Sleep Angel Glory,
321,Sliced Blood Orb,
322,Soldier Galaxy,
323,Sparrow Tattoo,
324,Sphynx Surplice,
325,Spider Galaxy,
326,Scarlet Janus Chronotector,
327,Stupidity Adamas,
328,Genesis Chronotector,
329,Destruction Chronotector,
330,Graviton Chronotector,
331,Photon Chronotector,
332,Sylph Surplice,
333,Synthetic Beast Adamas,
334,Tanngrisnir Robe,
335,Tarantula Cloth,
336,Taurus Cloth,
337,Taurus God Cloth,
338,Tezcatlipoca God Nahuals,
339,Thanatos God Surplice,
340,Theseus Glory,
341,Thrones Glory,
342,Thunderclap Adamas,
343,Time Soma,
344,Triangulum Cloth,
345,Triple Rod Chronotector,
346,Troll Surplice,
347,Tucana Cloth,
348,God Giga Adamas,
349,Ullr Robe,
350,Upyr Surplice,
351,Ursa Major Cloth,
352,Ursa Minor Cloth,
353,Valkyrie Robe,
354,Vampire Surplice,
355,Vela Cloth,
356,Virgo Cloth,
357,Virgo God Cloth,
358,Virtues Glory,
359,Volans Cloth,
360,Vorpal Sacred Sword,
361,Vuivre Orb,
362,Vulcanus Galaxy,
363,Warcry Adamas,
364,Snake Plasma Chronotector,
365,Worm Surplice,
366,Wyvern Surplice,
367,Youaltepuztli Nahuals,
368,Kusanagi Sacred Sword,
369,,
370,Sagittarius Cloth V2,
371,Abel Corona God Cloth,
372,Alchemy Glove Chronotector V2,
373,Apollo Kamui,
374,,
375,,
376,,
377,Slash Reaper Chronotector V2,
378,,41
379,,
380,,
381,Aurora Cloth,29
382,,
383,Callisto Satellites,
384,Lupus Cloth V1,
385,Lynx Cloth,
386,,
387,,
388,Black Cloth,30
389,Lascoumoune Satellites,
390,Orion Omega Cloth,
391,,
392,,
393,,
394,Lucifer Glory,
395,Dawon Specter,44
396,Crater Leaf,5
397,Nothing God Cloth,
398,Pallasites Chronotector,
399,Blue Warrior Robes,
400,Excalibur Sacred Sword,
401,Clarent Sacred Sword,
402,Wyrm Surplice V1,29
403,Oath Leaf,
404,Wyrm Surplice V2,29
405,Mars Galaxy V2,
406,,
407,Fear God Leaf,
408,Terror God Leaf,
409,Canis Minor Cloth,29
410,Lyra God Cloth,29
411,,29
412,,
413,,
414,,
415,,
416,,
417,,
418,,
419,,
420,,
421,,29
422,,1
423,,
424,,
425,Dorado Cloth,
426,,
427,Super Black Cloth,30
428,,
429,,
430,,
431,,
432,,
433,,
434,Tornado Cloth V1,29
435,Triton Scale,37
436,Zeus Kamui,19
437,Leo Authentic Cloth,10
438,Saturn God Chronotector V2,16
439,Oneiros Fusion God Surplice,6
440,,
441,,
442,,
443,,
444,,
445,,
446,,
447,,
448,Max Brilliants Fusion Chronotector,16
449,Phantom Arm of Hyperion Chronotector,16
450,Star Crusher Chronotector V2,16
451,Harmony God Leaf,
452,Desert Cloth,29
453,Thunderstorm Cloth,29
454,Tsunami Cloth,29
455,Tornado God Cloth,29
456,,
457,Dark God,36
458,Ares God,7
459,Ares Kamui,29
460,Blue God,36
461,Red God,36
462,Deception Leaf,5
463,Lies Leaf,5
464,Massacre Leaf,5
465,Plunder Leaf,5
466,,
467,,
468,,
469,Tornado Cloth V2,29
470,,
471,,
472,,
473,Equuleus Dress Cloth,5
474,,16
475,Artemis Kamui,4
476,Phaeton Cloth,12
477,Soldier Leaf,5
478,Laelaps Surplice,39
479,Kelpie Aura,45
480,Phoenix Unknown Cloth,45
481,Sagittarius Fake Cloth,1
