id,name,debut
181,Fairy Thronging,
182,Famine Breath,
183,Fierce Tiger Gale Purple Thunder Punch,
184,Final Destination,
185,Finally justice,
186,Fire Lizard,
187,Fire Wall,
188,Fire Whip,
189,Flail Shooter,
190,Flame Deer Maelstrom,
191,Flame Desperado,
192,Flashing Lancer,
193,Flashover,
194,Fly Slider,
195,Folgore Renaissance,
196,Force Soar,
197,Fortunate Wall,
198,Fotia Roufihtra,
199,Freezing Coffin,
200,Freezing Shield,
201,Fujiryu Hidden Chijin Ittai,
202,Fujiryu Ninpo Bunshin no Jutsu,
203,Fujiryu Ninpo Watagashi,
204,Fujiryu Ninpo! Doton Housenka,
205,Fujiryu Ninpo! Houkou Tenrou Kuzushi,
206,Fujiryu Ninpo! Kinkou Gin,
207,Fujiryu Ninpo! Nozuchi Kuzuchi,
208,Funnu no Ame,
209,Futon Kamaitachi no Jutsu,
210,Gōma In,
211,Gaé Bolg,
212,Gaé Bolg Kage no Yari,
213,Galactic Illusion,
214,Galactica Death Bring,
215,Galaxian Explosion,
216,Galaxian Ultimation,
217,Garuda Flap,
218,Garuda Hell Wings,
219,Ge Python,
220,Geistig Blitz,
221,Genjutsu,
222,Genrō Maō Ken,
223,Giant Hold,
224,Gigan Loud,
225,Gigant Impact,
226,Gigantic Asteroid,
227,Gigantic Feathers,
228,Gigantic Meteor,
229,Gigantic Planetoid,
230,God Breath,
231,Golden Death Hair,
232,Golden Triangle,
233,Gorgonio,
234,Grand Axe Crusher,
235,Grand Koltso,
236,Gravity Concerto,
237,Great Ardent Pressure,
238,Great Capture,
239,Great Horn,
240,Great Mountain Smasher,
241,Greatest Caution,
242,Greatest Eclipse,
243,Greatest Eruption,
244,Greatest Horn,
245,Greatest the Perestroika,
246,Greed the Live,
247,Greeding Roar,
248,Grim Phantasia,
249,Grizzly Slap,
250,Ground Fang,
251,Ground Fang Grand Finale,
252,Ground Needle,
253,Ground Wave,
254,Guardian's Oracle,
255,Gucang Huoyan,
256,Gurthang Vortex,
257,Hō Yoku Tenshō (Fiery Phoenix),
258,Hōō Genma Ken (Phantom Demon),
259,Hōk�,
260,Hakurōken Tenshin Mus�,
261,Hakurouken Touga Shinsou,
262,Hallucination Rue,
263,Hanging Bear,
264,Hatred Blue Flame,
265,Hauling Argo,
266,Heaven's Maelstrom,
267,Hecaton Menis,
268,Hekaton kheir Kalein,
269,Hekaton Menis,
270,Hekaton Molybdaina,
271,Helios Prominence,
272,Helios Vortex,
273,Hell's Proceed,
274,Heracles Mōshū Ken,
275,Hex Aster Xiphos,
276,Hide and Seek,
277,Highest Altitude,
278,Higi Kenyoku Tenbusho,
279,Hilia Mastia,
280,Hisō Byaku Renge,
281,Hisō Byaku Senran,
282,Hisen Hajakuchōbuku,
283,Hiten Daisenk�,
284,Hobaku no Mizūmi,
285,Holy Pillar,
286,Holy Spout,
287,Holy Sword Embodiment,
288,Holy Sword Tower,
289,Honoo no Ken,
290,Hornet Stinger,
291,Houkou Tenrou Kuzushi,
292,Hound Hollow,
293,Howl,
294,Howling Argo,
295,Howling Inferno,
296,Hungry Wolf Phantom Raid Punch,
297,Hunting Arrow Express,
298,Hyperion Meteor,
299,Hypnosis,
300,Ichor Loud,
301,Ichor Nova,
302,Ignis Fatuus,
303,Ignis Fatuus Granata,
304,Ignis Fatuus Saltare,
305,Impulse Mace,
306,Infernal thread,
307,Infinity Break,
308,Innocent Glumness,
309,Iron Meteor,
310,Iron Meteor Bazooka,
311,Iron Meteor Striker,
312,Jūbakuraizanba,
313,Infernal Mace,
314,Jikan Gyakk�,
315,Jikan Ken,
316,Jumping Smash,
317,Jumping Stone,
318,Juumonji Gansei Kuzushi,
319,Kān,
320,Kaen no Mae Midareuchi,
321,Kage Gōpuku,
322,Kagenui,
323,Kaitoz Spouting Bomber,
324,Katon No Jutsu,
325,Kawarimi no Jutsu,
326,Kenbu Shōsen Kyaku,
327,Keraunos,
328,Kerberos Claw,
329,Kerberos Divide,
330,Kerberos Hell Flare,
331,Kerberos Inferno,
332,Khaos Blade,
333,Khaos Hyetos,
334,Khaos Kyklos,
335,Khaos Prosbole,
336,Kholodnyi Smerch,
337,Khora Temnein,
338,Killer Fanged Cobra,
339,King's Emblem,
340,King's Roar,
341,Kinton no Jutsu,
342,Kiss in the Darkness,
343,Koltso,
344,Kornephoros,
345,Kuchiyose no Jutsu,
346,Kuu Ken,
347,Kyōka Suigetsu,
348,Kyokuten Shichisei Ken,
349,Kyou Doku Baiei,
350,Lady of the Lake,
351,Lamentation Rain,
352,Landslide,
353,Law of Awakening,
354,Lemniscate Of Flames,
355,Light Arm Crush,
356,Light Arrows,
357,Light Genesis,
358,Light Hammer Crush,
359,Lighting Fang,
360,Lighting Plasma,
361,Lightning Bolt,
362,Lightning Crown,
363,Lightning Flame,
364,Lightning Implosion,
365,Lightning Magic,
366,Lightning Plasma,
367,Lightning Spark,
368,Lightning Telios,
369,Lionet Bomber,
370,Lionet Burning Fire,
371,Lionet Explosion,
372,Lionet Flare Storm Bomber,
373,Little Belch,
374,Lost Canvas,
375,Lunatic Bind,
376,Lynx Arrow,
377,Madness Claw,
378,Maha Roshini,
379,Marvelous Real,
380,Marvelous Room,
381,Maten Muhōrin,
382,Mavros Eruption Clast,
383,Mavros Eruption Crust,
384,Mavrou Trippa,
385,Medusa Shield,
386,Megaton Meteor Crash,
387,Meido Chōraku,
388,Meido Ind�,
389,Meikyō Shisui,
390,Melas Helix,
391,Melas Kyma,
392,Melas Planetes,
393,Mellow Poison,
394,Melted Rock-forming,
395,Million Ghosts Attack,
396,Million Hatred,
397,Mirror of Darkness,
398,Misopesamenos,
399,Morufiumu Kōma,
400,Murderous Brood,
401,Murus Ignis,
402,Myōō Rairin,
403,Mystic Sword Zanouki,
404,Natural Terror,
405,Nature Unity,
406,Nebula Chain,
407,Nebula Storm,
408,Nebula Stream,
409,Needle Dance,
410,Nightmare Scheme,
411,Nightmare Sonar,
412,Noble Venom,
413,North Winds,
414,Northern Gunrōken,
415,Noumaku Sanmanda Bazaradan Kan,
416,Nudy Darkness,
417,Odin Shield,
418,Odin Sword,
419,Odin Tempest,
420,Onyx Bomber,
421,Onyx Meteor Fist,
422,Onyx Shield,
423,Orichalcum Blade,
424,Orion's Devastation,
425,Orion's Extermination,
426,Ouroboros Prominence,
427,Paard Brew,
428,Paard Orkan,
429,Paralyze Silk,
430,Parasite Bee,
431,Peach Attack,
432,Peach Bomber,
433,Peacock Blizzard,
434,Eagle Storm,29
435,Pegasus Rolling Crush,
436,Pegasus Ryu Sei Ken (Pegasus Meteor Fist),
437,Pegasus Senkou ken,
438,Pegasus Sui Sei Ken (Pegasus Comet Fist),
439,Pegasus Sui Sei Ken:Kiseki,
440,Perfect Pawn,
441,Perfect Square,
442,Perky Party,
443,Petra Vrochi,
444,Phainomenon Arkhein,
445,Phantom Arrow,
446,Phantom Claw,
447,Phantom Genwaku Ken,
448,Phantom Skull,
449,Photon Burst,
450,Photon Drive,
451,Photon Invoke,
452,Piranhan Rose,
453,Pleiades Impact,
454,Pleiades Nova,
455,Pleiades Tempest,
456,Pohuai Xiaozhuan,
457,Poison Sword Drawn Sword,
458,Poliorkia,
459,Pragma Spathe,
460,Predatory Lava,
461,Prominence Blade,
462,Psionic Hand,
463,Psionic Phantom Claw,
464,Puppet Claw,
465,Queen Bee's Stinger,
466,Ra's Al Ghû,
467,Rawl Blood,
468,Regulus Blast,
469,Reincarnation,
470,Renge Bakusai Ken,
471,Ressō Shippū,
472,Restriction,
473,Reverse of universe,
474,Rewind Bio,
475,Riku Dō Rin Ne,
476,Rinne Kessh�,
477,Rising Billows,
478,Rising Darkness,
479,Rock the Bay,
480,Rolling Defense,
481,Rolling Oar,
482,Rolling Stone Bomber,
483,Rolling Stones,
484,Rougaken Rakusetsu Zenbucchii,
485,Royal Demon Rose,
486,Rozan Hyaku Ryū Ha,
487,Rozan Kōryūha,
488,Rozan Kou Ryuu Ha,
489,Rozan Ryū Hish�,
490,Rozan Ryuu Hi Shou,
491,Rozan Shinbu Ken,
492,Rozan Shou Ryu Ha,
493,Rozan Shou� Ten Ha,
494,Rubellu Sidus Gungnir,
495,Rubellu Sidus Meteor,
496,Rubellu Sidus Storm,
497,Ruota Falce,
498,Ruota Tornado,
499,Ryu Sei Ken (Meteor Fist),
500,Salamander Shock,
501,Sand Virus,
502,Sapphire Energy (Safiros Enedora),
503,Satellite Crusher,
504,Satori,
505,Saucer Kōgeki,
506,Scarlet Janus,
507,Scarlet Needle,
508,Scarlet Needle Katakeo,
509,Scarlet Needle Katakeo Antares,
510,Seiken Houkai,
511,Seima Tôro-Ken,
512,Seiryuu Teppou Mizu,
513,Seki Shiki Kisōen,
514,Seki Shiki Konsō Ha,
515,Seki Shiki Meikai Ha,
516,Seki Shiki Meikai Rinbu,
517,Seki Shiki Nyoi Reirin,
518,Seki Shiki Tenryō Ha,
519,Senju Kami Onken,
520,Serpent Strangler,
521,Shūgeki Gunrō Ken,
522,Shōji Sokunehan,
523,Shabadabadaba's,
524,Shadow Horn,
525,Shadow Viking Tiger Claw,
526,Shield of Medusa,
527,Shining Hell Claw,
528,Shock of Destruction,
529,Shogyō Danzai,
530,Silent Water,
531,Silky Thread,
532,Silver necklace,
533,Slash Reaper,
534,Snake Plasma,
535,Snake Plasma Full Power,
536,Soshinken,
537,Southern Cross Thunder Bolt,
538,Sparkle Rapier,
539,Spider Net,
540,Spiral Duct,
541,Stand by Me,
542,Stardust Revolution,
543,Starlight Extinction,
544,Steel Bolt Cannon,
545,Steel Hurricane,
546,Stigma,
547,Stinger Fine,
548,Stone Spark,
549,Storm Cutter,
550,Storm Tornado,
551,Strangle Shrill,
552,Stream Edge,
553,String Requiem,
554,Stringer Nocturne,
555,Stringer Requiem,
556,Suihakkei,
557,Suiryu Enbu,
558,Suitton Zettai Reigo,
559,Supernova Explosion,
560,Supernova Explosion Maximum,
561,Surendra-jit,
562,Sweet Chocolate,
563,Swordfish Cutter,
564,To Kekken,
565,Tarantula Net,
566,Tartaros Phobia,
567,Tatsumi-ryu Tokumaru Tsuki,
568,Teleos Oracle,
569,Tenbu Horin,
570,Tenchihometsuzan,
571,Tenkuhaja Chimimoryo,
572,Tenma Kofuku,
573,Tenporin'in,
574,Terrible Providence,
575,Terrible Slash,
576,Thalassa Deluge,
577,The Buddha's Four Doors,
578,Thunder Claw,
579,Thunder Star Rotation,
580,Thunder Veil,
581,Thunder Wave,
582,Titanic Hercules,
583,Titan's Break,
584,Titan's Nova,
585,Tomb Squeeze,
586,Tonitrui Fera Caelos,
587,Tonitrui Saltare,
588,Towa no Tornade,
589,Triple Disaster,
590,Tritos Spharagisma,
591,Turn Back The Darkness,
592,Twilight Marionette,
593,Twin Madness Claw,
594,Typhoon Bullet,
595,Ugly Eruption,
596,Ultimate Rejection,
597,Ungy�,
598,Unicorn Gallop,
599,Universe Freezing,
600,Valse des Flammes,
601,Vampire Inhale,
602,Vanishing Snow,
603,Viking Tiger Claw,
604,Wild Trap,
605,Wildschwein,
606,Wildschwein Strahl,
607,Will Baritsu,
608,Wind Jammer,
609,Wind Trigger,
610,Wolf Cruelty Claw,
611,Wolf Fang Striker,
612,Wolf Gang Bike Blow,
613,Wolf's Claw,
614,Wolf's Fang,
615,Wolf's Rock Dead Howling,
616,World's End,
617,Worm's Bind,
618,Wound Resurgence,
619,Wraith,
620,Wyvern's Roar,
621,Yūko Sen'nin Enbu,
622,Yaiba no Gouu,
623,Yoken Zan-ou'ki,
624,Yr,
625,Zangeki,
626,Zangeki batto,
627,Zodiac Clamation,
628,Zone of Silence,
629,Spirit Absorption,29
630,Nightfall,29
631,Nebula Barrier,29
632,Nebula Mystery,29
633,Black Fang Nebula,1
634,Fluent Force,29
635,White Night,29
636,Avengeful Spirit,29
637,Air barrier,29
638,Titan's Fury,29
639,Power's Banner,29
640,Scarlet Waters,29
641,Network Injury,29
642,Arrogance Shield,29
643,Hyakuman Volt Dengeki Ken,12
644,Dolphin Ryu Kuchu Kaiten Kick,12
645,Astromancy,29
646,Violent Wind,29
647,Three Phase Force,29
648,Ignited Stinger,5
649,Cosmic Star Arrow,16
650,Lightning Slay,7
651,Flame of the fear demon,10
652,Flames of the call of madness,10
653,Lightning Waves,10
654,Powerful Arm Shine,10
